sninamn,year,res_post
ark_frs,2004,
ark_frs,2005,
ark_frs,2006,
ark_frs,2007,
ark_frs,2008,8916
ark_frs,2009,-712
ark_frs,2010,10595
ark_frs,2011,3493
ark_frs,2012,366
ark_frs,2013,
ark_frs,2014,11810
ark_frs,2015,18850
ark_frs,2016,21332
ark_frs,2017,19148
ark_frs,2018,10059
ark_frs,2019,24755
ark_frs,2020,10381
ark_frs,2021,8454
ark_frs,2022,-3666
ark_frs,2023,
ark_tek,2003,
ark_tek,2004,
ark_tek,2005,
ark_tek,2006,
ark_tek,2007,
ark_tek,2008,
ark_tek,2009,7738
ark_tek,2010,9902
ark_tek,2011,9787
ark_tek,2012,9057
ark_tek,2013,
ark_tek,2014,12478
ark_tek,2015,18974
ark_tek,2016,24317
ark_tek,2017,23163
ark_tek,2018,20931
ark_tek,2019,20497
ark_tek,2020,13524
ark_tek,2021,7560
ark_tek,2022,7106
ark_tek,2023,
forsk,2003,
forsk,2004,
forsk,2005,
forsk,2006,
forsk,2007,
forsk,2008,
forsk,2009,-8450
forsk,2010,693
forsk,2011,-6294
forsk,2012,-8691
forsk,2013,
forsk,2014,-668
forsk,2015,-124
forsk,2016,-2985
forsk,2017,-4015
forsk,2018,-10872
forsk,2019,4258
forsk,2020,-3143
forsk,2021,894
forsk,2022,-10772
forsk,2023,
rklm_mrk,2003,
rklm_mrk,2004,
rklm_mrk,2005,
rklm_mrk,2006,
rklm_mrk,2007,
rklm_mrk,2008,4307
rklm_mrk,2009,2934
rklm_mrk,2010,-365
rklm_mrk,2011,-5482
rklm_mrk,2012,3575
rklm_mrk,2013,1091
rklm_mrk,2014,-853
rklm_mrk,2015,9032
rklm_mrk,2016,6441
rklm_mrk,2017,6872
rklm_mrk,2018,6713
rklm_mrk,2019,8182
rklm_mrk,2020,4501
rklm_mrk,2021,6894
rklm_mrk,2022,2479
rklm_mrk,2023,
and_jur_ek,2003,
and_jur_ek,2004,
and_jur_ek,2005,
and_jur_ek,2006,
and_jur_ek,2007,
and_jur_ek,2008,-4202
and_jur_ek,2009,3704
and_jur_ek,2010,5490
and_jur_ek,2011,4876
and_jur_ek,2012,3799
and_jur_ek,2013,3541
and_jur_ek,2014,4744
and_jur_ek,2015,5394
and_jur_ek,2016,7151
and_jur_ek,2017,7009
and_jur_ek,2018,7950
and_jur_ek,2019,7403
and_jur_ek,2020,8295
and_jur_ek,2021,10809
and_jur_ek,2022,6139
and_jur_ek,2023,
vetr,2003,
vetr,2004,
vetr,2005,
vetr,2006,
vetr,2007,
vetr,2008,225
vetr,2009,259
vetr,2010,306
vetr,2011,397
vetr,2012,318
vetr,2013,270
vetr,2014,523
vetr,2015,696
vetr,2016,363
vetr,2017,296
vetr,2018,268
vetr,2019,652
vetr,2020,640
vetr,2021,607
vetr,2022,176
vetr,2023,
uthyr,2003,
uthyr,2004,
uthyr,2005,
uthyr,2006,
uthyr,2007,
uthyr,2008,2698
uthyr,2009,1900
uthyr,2010,3645
uthyr,2011,3911
uthyr,2012,-287
uthyr,2013,3661
uthyr,2014,6906
uthyr,2015,5092
uthyr,2016,5057
uthyr,2017,6312
uthyr,2018,5737
uthyr,2019,3409
uthyr,2020,4646
uthyr,2021,6683
uthyr,2022,6082
uthyr,2023,
arbf,2003,
arbf,2004,
arbf,2005,
arbf,2006,
arbf,2007,
arbf,2008,1283
arbf,2009,575
arbf,2010,1678
arbf,2011,2339
arbf,2012,1972
arbf,2013,1902
arbf,2014,1919
arbf,2015,2905
arbf,2016,4126
arbf,2017,3908
arbf,2018,3214
arbf,2019,3483
arbf,2020,2687
arbf,2021,6802
arbf,2022,6335
arbf,2023,
rese,2003,
rese,2004,
rese,2005,
rese,2006,
rese,2007,
rese,2008,1926
rese,2009,794
rese,2010,980
rese,2011,2028
rese,2012,3828
rese,2013,2622
rese,2014,5057
rese,2015,1150
rese,2016,1900
rese,2017,2088
rese,2018,1779
rese,2019,-450
rese,2020,-1936
rese,2021,-2092
rese,2022,-790
rese,2023,
bev_skrhet,2003,
bev_skrhet,2004,
bev_skrhet,2005,
bev_skrhet,2006,
bev_skrhet,2007,
bev_skrhet,2008,7256
bev_skrhet,2009,2050
bev_skrhet,2010,2066
bev_skrhet,2011,21077
bev_skrhet,2012,2027
bev_skrhet,2013,1762
bev_skrhet,2014,1976
bev_skrhet,2015,3323
bev_skrhet,2016,5052
bev_skrhet,2017,25210
bev_skrhet,2018,7220
bev_skrhet,2019,4344
bev_skrhet,2020,29275
bev_skrhet,2021,1334
bev_skrhet,2022,1693
bev_skrhet,2023,
frt_fstserv,2003,
frt_fstserv,2004,
frt_fstserv,2005,
frt_fstserv,2006,
frt_fstserv,2007,
frt_fstserv,2008,3174
frt_fstserv,2009,2126
frt_fstserv,2010,5944
frt_fstserv,2011,2860
frt_fstserv,2012,3410
frt_fstserv,2013,3749
frt_fstserv,2014,4662
frt_fstserv,2015,4457
frt_fstserv,2016,4827
frt_fstserv,2017,4897
frt_fstserv,2018,4636
frt_fstserv,2019,5723
frt_fstserv,2020,5599
frt_fstserv,2021,11708
frt_fstserv,2022,6469
frt_fstserv,2023,
knt_and,2003,
knt_and,2004,
knt_and,2005,
knt_and,2006,
knt_and,2007,
knt_and,2008,4428
knt_and,2009,2748
knt_and,2010,1218
knt_and,2011,1547
knt_and,2012,753
knt_and,2013,1709
knt_and,2014,728
knt_and,2015,1693
knt_and,2016,1168
knt_and,2017,1174
knt_and,2018,-1299
knt_and,2019,1885
knt_and,2020,2700
knt_and,2021,7177
knt_and,2022,-5354
knt_and,2023,
utb,2003,
utb,2004,
utb,2005,
utb,2006,
utb,2007,
utb,2008,2035
utb,2009,1215
utb,2010,3538
utb,2011,2591
utb,2012,1602
utb,2013,2938
utb,2014,2995
utb,2015,4467
utb,2016,4513
utb,2017,5259
utb,2018,3285
utb,2019,4102
utb,2020,5292
utb,2021,6433
utb,2022,4606
utb,2023,
hls_vrd,2003,
hls_vrd,2004,
hls_vrd,2005,
hls_vrd,2006,
hls_vrd,2007,
hls_vrd,2008,4866
hls_vrd,2009,5846
hls_vrd,2010,9044
hls_vrd,2011,9649
hls_vrd,2012,4294
hls_vrd,2013,3678
hls_vrd,2014,7278
hls_vrd,2015,9181
hls_vrd,2016,8942
hls_vrd,2017,8785
hls_vrd,2018,8485
hls_vrd,2019,9671
hls_vrd,2020,10449
hls_vrd,2021,14880
hls_vrd,2022,7701
hls_vrd,2023,
vrdhm,2003,
vrdhm,2004,
vrdhm,2005,
vrdhm,2006,
vrdhm,2007,
vrdhm,2008,577
vrdhm,2009,849
vrdhm,2010,1137
vrdhm,2011,1045
vrdhm,2012,3184
vrdhm,2013,-1724
vrdhm,2014,-1816
vrdhm,2015,1895
vrdhm,2016,3489
vrdhm,2017,2942
vrdhm,2018,3896
vrdhm,2019,329
vrdhm,2020,2451
vrdhm,2021,3998
vrdhm,2022,2423
vrdhm,2023,
soc_open,2003,
soc_open,2004,
soc_open,2005,
soc_open,2006,
soc_open,2007,
soc_open,2008,585
soc_open,2009,813
soc_open,2010,8962
soc_open,2011,836
soc_open,2012,1908
soc_open,2013,1535
soc_open,2014,1600
soc_open,2015,1977
soc_open,2016,2503
soc_open,2017,2027
soc_open,2018,1769
soc_open,2019,2141
soc_open,2020,1822
soc_open,2021,2129
soc_open,2022,1851
soc_open,2023,
enh_knst,2003,
enh_knst,2004,
enh_knst,2005,
enh_knst,2006,
enh_knst,2007,
enh_knst,2008,2706
enh_knst,2009,2698
enh_knst,2010,4421
enh_knst,2011,3234
enh_knst,2012,3397
enh_knst,2013,3594
enh_knst,2014,3690
enh_knst,2015,4164
enh_knst,2016,4356
enh_knst,2017,4679
enh_knst,2018,5059
enh_knst,2019,5175
enh_knst,2020,4333
enh_knst,2021,6467
enh_knst,2022,5453
enh_knst,2023,
bibl_arkv,2003,
bibl_arkv,2004,
bibl_arkv,2005,
bibl_arkv,2006,
bibl_arkv,2007,
bibl_arkv,2008,-2
bibl_arkv,2009,-16
bibl_arkv,2010,25
bibl_arkv,2011,34
bibl_arkv,2012,10
bibl_arkv,2013,44
bibl_arkv,2014,185
bibl_arkv,2015,135
bibl_arkv,2016,-46
bibl_arkv,2017,170
bibl_arkv,2018,46
bibl_arkv,2019,86
bibl_arkv,2020,-127
bibl_arkv,2021,103
bibl_arkv,2022,6
bibl_arkv,2023,
spl_vad,2003,
spl_vad,2004,
spl_vad,2005,
spl_vad,2006,
spl_vad,2007,
spl_vad,2008,6225
spl_vad,2009,6012
spl_vad,2010,5912
spl_vad,2011,6235
spl_vad,2012,6227
spl_vad,2013,6586
spl_vad,2014,6230
spl_vad,2015,6249
spl_vad,2016,6476
spl_vad,2017,6197
spl_vad,2018,6079
spl_vad,2019,3748
spl_vad,2020,4149
spl_vad,2021,4696
spl_vad,2022,2175
spl_vad,2023,
sprt_nje,2003,
sprt_nje,2004,
sprt_nje,2005,
sprt_nje,2006,
sprt_nje,2007,
sprt_nje,2008,157
sprt_nje,2009,-271
sprt_nje,2010,137
sprt_nje,2011,347
sprt_nje,2012,868
sprt_nje,2013,408
sprt_nje,2014,409
sprt_nje,2015,1488
sprt_nje,2016,720
sprt_nje,2017,697
sprt_nje,2018,1361
sprt_nje,2019,455
sprt_nje,2020,1080
sprt_nje,2021,2313
sprt_nje,2022,3017
sprt_nje,2023,
intrss_rel,2003,
intrss_rel,2004,
intrss_rel,2005,
intrss_rel,2006,
intrss_rel,2007,
intrss_rel,2008,-1322
intrss_rel,2009,1561
intrss_rel,2010,520
intrss_rel,2011,598
intrss_rel,2012,708
intrss_rel,2013,4727
intrss_rel,2014,2214
intrss_rel,2015,2263
intrss_rel,2016,5646
intrss_rel,2017,4075
intrss_rel,2018,3153
intrss_rel,2019,3290
intrss_rel,2020,1685
intrss_rel,2021,6350
intrss_rel,2022,550
intrss_rel,2023,
rep_dat_hsh,2003,
rep_dat_hsh,2004,
rep_dat_hsh,2005,
rep_dat_hsh,2006,
rep_dat_hsh,2007,
rep_dat_hsh,2008,497
rep_dat_hsh,2009,542
rep_dat_hsh,2010,534
rep_dat_hsh,2011,495
rep_dat_hsh,2012,395
rep_dat_hsh,2013,456
rep_dat_hsh,2014,547
rep_dat_hsh,2015,568
rep_dat_hsh,2016,542
rep_dat_hsh,2017,533
rep_dat_hsh,2018,557
rep_dat_hsh,2019,538
rep_dat_hsh,2020,641
rep_dat_hsh,2021,633
rep_dat_hsh,2022,525
rep_dat_hsh,2023,
and_kons,2003,
and_kons,2004,
and_kons,2005,
and_kons,2006,
and_kons,2007,
and_kons,2008,3834
and_kons,2009,3991
and_kons,2010,4930
and_kons,2011,4981
and_kons,2012,5064
and_kons,2013,5445
and_kons,2014,5838
and_kons,2015,6169
and_kons,2016,6736
and_kons,2017,6762
and_kons,2018,7230
and_kons,2019,7442
and_kons,2020,6744
and_kons,2021,7417
and_kons,2022,6667
and_kons,2023,
tot,2003,
tot,2004,
tot,2005,
tot,2006,
tot,2007,
tot,2008,552760
tot,2009,434978
tot,2010,673954
tot,2011,653258
tot,2012,489772
tot,2013,542193
tot,2014,637585
tot,2015,888307
tot,2016,829523
tot,2017,903767
tot,2018,1002098
tot,2019,1006253
tot,2020,913069
tot,2021,1392680
tot,2022,713363
tot,2023,
